SAs,Memories,Cost
16,74,0.149490199
16,75,0.157945748
16,76,0.166856889
16,77,0.176247713
16,78,0.18614361
16,79,0.196571343
16,80,0.207559133
16,81,0.219136738
16,82,0.231335549
16,83,0.244188686
16,84,0.257731096
16,85,0.271999672
16,86,0.287033363
16,87,0.302873307
16,88,0.319562959
16,89,0.337148241
16,90,0.355677692
16,91,0.375202636
16,92,0.39577736
16,93,0.417459303
16,94,0.440309262
16,95,0.464391611
16,96,0.48070481
17,17,0.004112556
17,18,0.00447594
17,19,0.004861899
17,20,0.005219088
17,21,0.005650037
17,22,0.006107641
17,23,0.006593491
17,24,0.007038175
17,25,0.007580174
17,26,0.008155399
17,27,0.008765794
17,28,0.009413408
17,29,0.010100398
17,30,0.010829035
17,31,0.01160171
17,32,0.012296732
17,33,0.013156485
17,34,0.014067712
17,35,0.01503332
17,36,0.016056365
17,37,0.017140066
17,38,0.018287806
17,39,0.019503146
17,40,0.020789832
17,41,0.022151804
17,42,0.023593206
17,43,0.025118398
17,44,0.026731963
17,45,0.028438723
17,46,0.030243748
17,47,0.03215237
17,48,0.033828494
17,49,0.035940092
17,50,0.038171777
17,51,0.040530005
17,52,0.043021564
17,53,0.045653592
17,54,0.048433594
17,55,0.051369464
17,56,0.054469504
17,57,0.057742443
17,58,0.061197462
17,59,0.064844219
17,60,0.068692869
17,61,0.072754096
17,62,0.077039139
17,63,0.08155982
17,64,0.086328578
17,65,0.091358499
17,66,0.096663354
17,67,0.102257636
17,68,0.108156596
17,69,0.11437629
17,70,0.120933618
17,71,0.127846373
17,72,0.135133291
17,73,0.142814103
17,74,0.150909592
17,75,0.159441651
17,76,0.168433347
17,77,0.177908988
17,78,0.187894193
17,79,0.198415972
17,80,0.2095028
17,81,0.221184712
17,82,0.233493386
17,83,0.246462249
17,84,0.260126574
17,85,0.274523598
17,86,0.289692636
17,87,0.305675215
17,88,0.322515201
17,89,0.340258954
17,90,0.35895548
17,91,0.378656598
17,92,0.399417121
17,93,0.42129505
17,94,0.44435178
17,95,0.46865232
17,96,0.485130682
18,18,0.00454052
18,19,0.004930488
18,20,0.005291201
18,21,0.005726614
18,22,0.006188948
18,23,0.006679811
18,24,0.007128889
18,25,0.007676455
18,26,0.008257573
18,27,0.008874205
18,28,0.009528419
18,29,0.010222389
18,30,0.010958409
18,31,0.01173889
18,32,0.012440708
18,33,0.013309092
18,34,0.014229439
18,35,0.01520468
18,36,0.0162379
18,37,0.017332342
18,38,0.018491423
18,39,0.019718732
18,40,0.02101805
18,41,0.02239335
18,42,0.023848813
18,43,0.025388835
18,44,0.027018041
18,45,0.028741293
18,46,0.030563707
18,47,0.032490659
18,48,0.034182528
18,49,0.036314285
18,50,0.038567214
18,51,0.040947827
18,52,0.043462969
18,53,0.046119842
18,54,0.048926015
18,55,0.051889451
18,56,0.055018524
18,57,0.058322038
18,58,0.061809255
18,59,0.065489915
18,60,0.069374264
18,61,0.073473079
18,62,0.077797694
18,63,0.082360038
18,64,0.087172656
18,65,0.09224875
18,66,0.097602214
18,67,0.103247665
18,68,0.109200492
18,69,0.115476891
18,70,0.122093911
18,71,0.129069504
18,72,0.136422574
18,73,0.144173028
18,74,0.152341834
18,75,0.160951083
18,76,0.170024049
18,77,0.17958526
18,78,0.189660569
18,79,0.200277231
18,80,0.211463982
18,81,0.223251132
18,82,0.235670653
18,83,0.248756281
18,84,0.262543616
18,85,0.277070245
18,86,0.292375853
18,87,0.308502357
18,88,0.325494041
18,89,0.343397708
18,90,0.362262834
18,91,0.382141739
18,92,0.403089768
18,93,0.42516549
18,94,0.448430903
18,95,0.472951662
18,96,0.489596778
19,19,0.004999789
19,20,0.005364061
19,21,0.005803982
19,22,0.006271094
19,23,0.00676702
19,24,0.007220535
19,25,0.007773723
19,26,0.008360792
19,27,0.008983723
19,28,0.0096446
19,29,0.010345619
19,30,0.011089092
19,31,0.011877453
19,32,0.012586131
19,33,0.013463229
19,34,0.014392782
19,35,0.015377747
19,36,0.016421236
19,37,0.017526521
19,38,0.018697048
19,39,0.019936438
19,40,0.021248505
19,41,0.022637256
19,42,0.024106908
19,43,0.025661897
19,44,0.027306887
19,45,0.029046782
19,46,0.030886742
19,47,0.032832191
19,48,0.034539946
19,49,0.036692045
19,50,0.038966409
19,51,0.041369608
19,52,0.043908546
19,53,0.046590486
19,54,0.049423065
19,55,0.052414314
19,56,0.055572678
19,57,0.05890704
19,58,0.062426741
19,59,0.066141607
19,60,0.070061972
19,61,0.074198706
19,62,0.078563246
19,63,0.083167621
19,64,0.088024488
19,65,0.093147166
19,66,0.098549667
19,67,0.104246742
19,68,0.110253911
19,69,0.116587516
19,70,0.123264757
19,71,0.130303746
19,72,0.137723554
19,73,0.145544266
19,74,0.153787039
19,75,0.162474163
19,76,0.171629121
19,77,0.181276663
19,78,0.191442878
19,79,0.202155268
19,80,0.213442834
19,81,0.225336164
19,82,0.237867525
19,83,0.251070965
19,84,0.264982417
19,85,0.279639819
19,86,0.29508323
19,87,0.311354962
19,88,0.328499723
19,89,0.34656476
19,90,0.365600025
19,91,0.385658346
19,92,0.406795605
19,93,0.429070944
19,94,0.452546973
19,95,0.477289997
19,96,0.494103473
20,20,0.005437676
20,21,0.005882151
20,22,0.006354089
20,23,0.006855128
20,24,0.007313124
20,25,0.007871988
20,26,0.008465067
20,27,0.009094357
20,28,0.009761962
20,29,0.010470097
20,30,0.011221096
20,31,0.012017412
20,32,0.012733015
20,33,0.013618909
20,34,0.014557756
20,35,0.015552536
20,36,0.016606391
20,37,0.01772262
20,38,0.0189047
20,39,0.020156283
20,40,0.021481217
20,41,0.022883543
20,42,0.024367515
20,43,0.025937608
20,44,0.027598526
20,45,0.029355216
20,46,0.031212882
20,47,0.033176996
20,48,0.034900779
20,49,0.037073403
20,50,0.039369396
20,51,0.041795384
20,52,0.044358332
20,53,0.047065564
20,54,0.049924785
20,55,0.052944094
20,56,0.056132012
20,57,0.059497496
20,58,0.063049971
20,59,0.066799347
20,60,0.070756048
20,61,0.074931039
20,62,0.079335857
20,63,0.083982636
20,64,0.088884144
20,65,0.094053817
20,66,0.099505791
20,67,0.105254945
20,68,0.111316938
20,69,0.117708255
20,70,0.12444625
20,71,0.131549195
20,72,0.139036332
20,73,0.146927926
20,74,0.155245322
20,75,0.164011012
20,76,0.17324869
20,77,0.182983332
20,78,0.193241262
20,79,0.204050234
20,80,0.215439516
20,81,0.227439975
20,82,0.240084177
20,83,0.253406486
20,84,0.267443173
20,85,0.282232527
20,86,0.297814986
20,87,0.314233262
20,88,0.331532489
20,89,0.349760366
20,90,0.368967326
20,91,0.389206706
20,92,0.410534936
20,93,0.433011735
20,94,0.456700331
20,95,0.481667688
20,96,0.498651146
21,21,0.005961128
21,22,0.00643794
21,23,0.006944143
21,24,0.007406663
21,25,0.00797126
21,26,0.008570407
21,27,0.009206118
21,28,0.009880517
21,29,0.010595838
21,30,0.011354433
21,31,0.012158781
21,32,0.012881374
21,33,0.013776149
21,34,0.014724376
21,35,0.015729064
21,36,0.016793381
21,37,0.017920657
21,38,0.019114397
21,39,0.020378287
21,40,0.021716206
21,41,0.023132233
21,42,0.024630657
21,43,0.026215992
21,44,0.027892983
21,45,0.029666621
21,46,0.031542155
21,47,0.033525103
21,48,0.035265058
21,49,0.037458392
21,50,0.039776209
21,51,0.042225191
21,52,0.044812364
21,53,0.047545116
21,54,0.050431217
21,55,0.053478838
21,56,0.056696572
21,57,0.060093457
21,58,0.063678996
21,59,0.067463188
21,60,0.071456548
21,61,0.075670136
21,62,0.080115589
21,63,0.084805148
21,64,0.089751693
21,65,0.094968777
21,66,0.100470661
21,67,0.106272355
21,68,0.112389657
21,69,0.118839198
21,70,0.125638485
21,71,0.132805953
21,72,0.140361015
21,73,0.148324118
21,74,0.1567168
21,75,0.165561752
21,76,0.174882886
21,77,0.184705402
21,78,0.195055864
21,79,0.20596228
21,80,0.217454185
21,81,0.229562731
21,82,0.242320787
21,83,0.255763034
21,84,0.26992608
21,85,0.284848576
21,86,0.30057134
21,87,0.31713749
21,88,0.334592586
21,89,0.352984788
21,90,0.372365012
21,91,0.392787113
21,92,0.414308071
21,93,0.43698819
21,94,0.460891324
21,95,0.486085101
21,96,0.503240182
22,22,0.006522657
22,23,0.007034075
22,24,0.007501163
22,25,0.008071549
22,26,0.008676823
22,27,0.009319019
22,28,0.010000277
22,29,0.010722852
22,30,0.011489118
22,31,0.012301574
22,32,0.013031223
22,33,0.013934961
22,34,0.014892657
22,35,0.015907347
22,36,0.016982225
22,37,0.01812065
22,38,0.019326159
22,39,0.02060247
22,40,0.021953494
22,41,0.023383347
22,42,0.024896357
22,43,0.026497074
22,44,0.028190285
22,45,0.029981026
22,46,0.031874589
22,47,0.033876542
22,48,0.035632813
22,49,0.037847045
22,50,0.040186883
22,51,0.042659066
22,52,0.045270681
22,53,0.04802918
22,54,0.050942402
22,55,0.054018588
22,56,0.057266405
22,57,0.060694969
22,58,0.064313868
22,59,0.068133186
22,60,0.07216353
22,61,0.076416057
22,62,0.080902505
22,63,0.085635223
22,64,0.090627204
22,65,0.095892119
22,66,0.101444355
22,67,0.107299055
22,68,0.113472155
22,69,0.119980434
22,70,0.126841555
22,71,0.134074117
22,72,0.141697707
22,73,0.149732953
22,74,0.158201588
22,75,0.167126507
22,76,0.176531838
22,77,0.18644301
22,78,0.196886828
22,79,0.207891557
22,80,0.219487002
22,81,0.231704604
22,82,0.244577533
22,83,0.258140795
22,84,0.272431339
22,85,0.287488179
22,86,0.303352517
22,87,0.32006788
22,88,0.337680264
22,89,0.356238288
22,90,0.375793361
22,91,0.396399861
22,92,0.418115321
22,93,0.44100064
22,94,0.465120301
22,95,0.490542609
22,96,0.507870968
23,23,0.007124931
23,24,0.007596633
23,25,0.008172865
23,26,0.008784327
23,27,0.009433069
23,28,0.010121252
23,29,0.010851151
23,30,0.011625161
23,31,0.012445803
23,32,0.013182574
23,33,0.014095361
23,34,0.015062616
23,35,0.016087401
23,36,0.017172939
23,37,0.018322618
23,38,0.019540005
23,39,0.020828851
23,40,0.022193103
23,41,0.02363691
23,42,0.025164638
23,43,0.026780878
23,44,0.028490458
23,45,0.030298457
23,46,0.032210214
23,47,0.034231344
23,48,0.036004076
23,49,0.038239395
23,50,0.040601451
23,51,0.043097044
23,52,0.04573332
23,53,0.048517799
23,54,0.051458384
23,55,0.054563389
23,56,0.057841557
23,57,0.061302084
23,58,0.064954639
23,59,0.068809395
23,60,0.072877052
23,61,0.077168863
23,62,0.08169667
23,63,0.086472929
23,64,0.091510748
23,65,0.096823917
23,66,0.102426951
23,67,0.108335125
23,68,0.114564518
23,69,0.121132055
23,70,0.128055558
23,71,0.135353791
23,72,0.143046514
23,73,0.151154544
23,74,0.159699805
23,75,0.168705402
23,76,0.178195678
23,77,0.188196295
23,78,0.198734301
23,79,0.20983822
23,80,0.221538131
23,81,0.233865764
23,82,0.246854597
23,83,0.260539961
23,84,0.274959151
23,85,0.290151547
23,86,0.30615874
23,87,0.323024671
23,88,0.340795773
23,89,0.359521133
23,90,0.379252656
23,91,0.400045246
23,92,0.421957
23,93,0.445049417
23,94,0.469387617
23,95,0.495040584
23,96,0.512543895
24,24,0.007693082
24,25,0.008275218
24,26,0.008892927
24,27,0.00954828
24,28,0.010243455
24,29,0.010980749
24,30,0.011762578
24,31,0.012591484
24,32,0.013335443
24,33,0.014257365
24,34,0.015234268
24,35,0.016269244
24,36,0.017365541
24,37,0.018526578
24,38,0.019755954
24,39,0.021057452
24,40,0.022435052
24,41,0.023892942
24,42,0.025435524
24,43,0.027067429
24,44,0.028793527
24,45,0.030618941
24,46,0.032549057
24,47,0.034589539
24,48,0.036378879
24,49,0.038635475
24,50,0.04101995
24,51,0.043539162
24,52,0.046200322
24,53,0.049011012
24,54,0.051979205
24,55,0.055113287
24,56,0.058422077
24,57,0.06191485
24,58,0.065601361
24,59,0.06949187
24,60,0.073597171
24,61,0.077928615
24,62,0.082498147
24,63,0.087318334
24,64,0.092402396
24,65,0.097764247
24,66,0.103418528
24,67,0.10938065
24,68,0.115666833
24,69,0.122294153
24,70,0.12928059
24,71,0.136645075
24,72,0.144407545
24,73,0.152589003
24,74,0.161211571
24,75,0.170298561
24,76,0.179874538
24,77,0.189965396
24,78,0.20059843
24,79,0.211802424
24,80,0.223607735
24,81,0.236046384
24,82,0.249152161
24,83,0.262960725
24,84,0.27750972
24,85,0.292838896
24,86,0.308990237
24,87,0.326008102
24,88,0.343939367
24,89,0.36283359
24,90,0.382743178
24,91,0.403723569
24,92,0.425833428
24,93,0.449134859
24,94,0.473693627
24,95,0.499579406
24,96,0.517259358
25,25,0.008378617
25,26,0.009002635
25,27,0.009664662
25,28,0.010366898
25,29,0.011111658
25,30,0.011901379
25,31,0.012738628
25,32,0.013489844
25,33,0.014420986
25,34,0.01540763
25,35,0.016452891
25,36,0.017560048
25,37,0.01873255
25,38,0.019974026
25,39,0.021288293
25,40,0.022679365
25,41,0.024151467
25,42,0.025709039
25,43,0.027356752
25,44,0.02909952
25,45,0.030942508
25,46,0.032891149
25,47,0.034951157
25,48,0.036757254
25,49,0.039035318
25,50,0.041442414
25,51,0.043985459
25,52,0.046671725
25,53,0.04950886
25,54,0.052504908
25,55,0.055668327
25,56,0.059008012
25,57,0.062533319
25,58,0.066254087
25,59,0.070180667
25,60,0.074323945
25,61,0.078695374
25,62,0.083307002
25,63,0.088171504
25,64,0.09330222
25,65,0.098713183
25,66,0.104419165
25,67,0.110435712
25,68,0.116779188
25,69,0.123466821
25,70,0.130516748
25,71,0.137948072
25,72,0.145780908
25,73,0.154036445
25,74,0.162737006
25,75,0.171906113
25,76,0.181568552
25,77,0.191750454
25,78,0.202479363
25,79,0.213784326
25,80,0.225695979
25,81,0.238246639
25,82,0.251470409
25,83,0.265403281
25,84,0.28008325
25,85,0.295550442
25,86,0.311847237
25,87,0.329018415
25,88,0.347111301
25,89,0.36617593
25,90,0.386265215
25,91,0.407435133
25,92,0.429744925
25,93,0.453257305
25,94,0.478038692
25,95,0.504159455
25,96,0.522017758
26,26,0.009113462
26,27,0.009782229
26,28,0.010491593
26,29,0.01124389
26,30,0.01204158
26,31,0.012887251
26,32,0.013645791
26,33,0.014586241
26,34,0.015582716
26,35,0.01663836
26,36,0.017756478
26,37,0.018940552
26,38,0.02019424
26,39,0.021521394
26,40,0.022926063
26,41,0.024412507
26,42,0.025985207
26,43,0.027648873
26,44,0.029408462
26,45,0.031269184
26,46,0.033236519
26,47,0.03531623
26,48,0.037139234
26,49,0.03943896
26,50,0.04186888
26,51,0.044435971
26,52,0.047147568
26,53,0.050011386
26,54,0.053035538
26,55,0.056228555
26,56,0.05959941
26,57,0.06315754
26,58,0.066912871
26,59,0.070875842
26,60,0.075057435
26,61,0.079469203
26,62,0.084123299
26,63,0.08903251
26,64,0.094210292
26,65,0.099670803
26,66,0.105428943
26,67,0.111500397
26,68,0.117901672
26,69,0.124650151
26,70,0.131764132
26,71,0.139262887
26,72,0.147166711
26,73,0.155496985
26,74,0.164276231
26,75,0.173528184
26,76,0.183277855
26,77,0.193551612
26,78,0.20437725
26,79,0.215784084
26,80,0.227803029
26,81,0.240466705
26,82,0.253809527
26,83,0.267867824
26,84,0.28267995
26,85,0.298286405
26,86,0.314729972
26,87,0.332055856
26,88,0.350311836
26,89,0.369548427
26,90,0.389819056
26,91,0.411180245
26,92,0.433691815
26,93,0.457417099
26,94,0.482423176
26,95,0.508781119
26,96,0.526819496
27,27,0.00990099
27,28,0.010617551
27,29,0.011377458
27,30,0.012183193
27,31,0.013037366
27,32,0.013803299
27,33,0.014753145
27,34,0.015759544
27,35,0.016825667
27,36,0.01795485
27,37,0.019150602
27,38,0.020416616
27,39,0.021756776
27,40,0.023175168
27,41,0.024676086
27,42,0.026264052
27,43,0.027943817
27,44,0.02972038
27,45,0.031598997
27,46,0.033585196
27,47,0.035684789
27,48,0.037524849
27,49,0.039846433
27,50,0.042299383
27,51,0.044890736
27,52,0.047627891
27,53,0.050518631
27,54,0.053571138
27,55,0.056794017
27,56,0.06019632
27,57,0.063787566
27,58,0.067577766
27,59,0.071577451
27,60,0.075797699
27,61,0.080250164
27,62,0.084947104
27,63,0.089901421
27,64,0.095126686
27,65,0.100637182
27,66,0.106447942
27,67,0.112574789
27,68,0.119034376
27,69,0.125844239
27,70,0.13302284
27,71,0.140589623
27,72,0.148565066
27,73,0.156970739
27,74,0.165829368
27,75,0.175164903
27,76,0.185002583
27,77,0.195369012
27,78,0.206292243
27,79,0.217801857
27,80,0.229929056
27,81,0.242706758
27,82,0.256169702
27,83,0.270354555
27,84,0.285300028
27,85,0.301047005
27,86,0.317638673
27,87,0.33512067
27,88,0.35354123
27,89,0.372951357
27,90,0.393404994
27,91,0.414959214
27,92,0.437674426
27,93,0.461614588
27,94,0.486847446
27,95,0.513444785
27,96,0.531664982
28,28,0.010744785
28,29,0.011512375
28,30,0.012326231
28,31,0.013188987
28,32,0.013962383
28,33,0.014921714
28,34,0.01593813
28,35,0.017014831
28,36,0.018155181
28,37,0.019362721
28,38,0.020641175
28,39,0.021994462
28,40,0.023426701
28,41,0.024942227
28,42,0.026545599
28,43,0.02824161
28,44,0.030035302
28,45,0.031931977
28,46,0.03393721
28,47,0.036056865
28,48,0.037914135
28,49,0.040257772
28,50,0.042733959
28,51,0.045349792
28,52,0.048112735
28,53,0.051030637
28,54,0.054111752
28,55,0.05736476
28,56,0.060798791
28,57,0.064423447
28,58,0.068248826
28,59,0.072285551
28,60,0.076544798
28,61,0.08103832
28,62,0.085778485
28,63,0.090778306
28,64,0.096051474
28,65,0.101612399
28,66,0.107476245
28,67,0.113658974
28,68,0.120177388
28,69,0.127049179
28,70,0.134292973
28,71,0.141928388
28,72,0.149976083
28,73,0.158457824
28,74,0.167396542
28,75,0.176816402
28,76,0.186742872
28,77,0.1972028
28,78,0.208224494
28,79,0.219837806
28,80,0.232074227
28,81,0.24496698
28,82,0.258551124
28,83,0.272863671
28,84,0.287943695
28,85,0.303832465
28,86,0.320573579
28,87,0.338213107
28,88,0.356799749
28,89,0.376384999
28,90,0.397023323
28,91,0.418772352
28,92,0.441693088
28,93,0.465850122
28,94,0.491311874
28,95,0.518150849
28,96,0.536554626
29,29,0.011648653
29,30,0.012470708
29,31,0.01334213
29,32,0.014123057
29,33,0.015091962
29,34,0.01611849
29,35,0.017205867
29,36,0.018357489
29,37,0.019576926
29,38,0.020867936
29,39,0.02223447
29,40,0.023680686
29,41,0.025210954
29,42,0.026829873
29,43,0.028542278
29,44,0.030353255
29,45,0.032268152
29,46,0.034292592
29,47,0.03643249
29,48,0.038307122
29,49,0.040673013
29,50,0.043172645
29,51,0.045813178
29,52,0.048602139
29,53,0.051547446
29,54,0.054657425
29,55,0.05794083
29,56,0.061406872
29,57,0.065065235
29,58,0.068926107
29,59,0.073000201
29,60,0.077298792
29,61,0.081833735
29,62,0.086617508
29,63,0.091663236
29,64,0.096984732
29,65,0.102596531
29,66,0.108513932
29,67,0.114753039
29,68,0.121330801
29,69,0.128265068
29,70,0.135574633
29,71,0.143279286
29,72,0.151399874
29,73,0.159958359
29,74,0.168977876
29,75,0.178482811
29,76,0.188498862
29,77,0.199053122
29,78,0.210174157
29,79,0.221892095
29,80,0.234238716
29,81,0.24724755
29,82,0.260953985
29,83,0.275395375
29,84,0.290611164
29,85,0.306643011
29,86,0.323534925
29,87,0.341333419
29,88,0.360087658
29,89,0.379849634
29,90,0.400674341
29,91,0.422619974
29,92,0.445748135
29,93,0.470124054
29,94,0.495816834
29,95,0.522899708
29,96,0.541488844
30,30,0.012616639
30,31,0.013496807
30,32,0.014285337
30,33,0.015263907
30,34,0.016300641
30,35,0.017398795
30,36,0.018561793
30,37,0.019793238
30,38,0.02109692
30,39,0.022476824
30,40,0.023937144
30,41,0.025482289
30,42,0.027116898
30,43,0.028845847
30,44,0.030674267
30,45,0.032607551
30,46,0.034651373
30,47,0.036811696
30,48,0.038703846
30,49,0.04109219
30,50,0.043615479
30,51,0.046280932
30,52,0.049096145
30,53,0.052069102
30,54,0.055208202
30,55,0.058522276
30,56,0.062020614
30,57,0.065712984
30,58,0.069609663
30,59,0.073721459
30,60,0.078059742
30,61,0.082636474
30,62,0.087464241
30,63,0.092556282
30,64,0.097926534
30,65,0.103589658
30,66,0.109561088
30,67,0.115857071
30,68,0.122494707
30,69,0.129492003
30,70,0.13686792
30,71,0.144642426
30,72,0.152836554
30,73,0.161472462
30,74,0.170573497
30,75,0.180164263
30,76,0.190270692
30,77,0.200920125
30,78,0.212141388
30,79,0.223964887
30,80,0.236422694
30,81,0.249548651
30,82,0.263378475
30,83,0.277949871
30,84,0.293302651
30,85,0.309478869
30,86,0.326522954
30,87,0.34448186
30,88,0.363405226
30,89,0.383345546
30,90,0.404358349
30,91,0.4265024
30,92,0.449839905
30,93,0.474436743
30,94,0.500362706
30,95,0.527691762
30,96,0.546468057
31,31,0.013653035
31,32,0.014449238
31,33,0.015437563
31,34,0.0164846
31,35,0.017593631
31,36,0.018768112
31,37,0.020011676
31,38,0.021328147
31,39,0.022721545
31,40,0.024196099
31,41,0.025756258
31,42,0.0274067
31,43,0.029152344
31,44,0.030998365
31,45,0.032950204
31,46,0.035013582
31,47,0.037194515
31,48,0.039104339
31,49,0.041515339
31,50,0.044062496
31,51,0.046753095
31,52,0.049594794
31,53,0.052595648
31,54,0.055764129
31,55,0.059109146
31,56,0.062640066
31,57,0.066366746
31,58,0.07029955
31,59,0.074449382
31,60,0.07882771
31,61,0.083446602
31,62,0.088318751
31,63,0.093457517
31,64,0.098876955
31,65,0.104591858
31,66,0.110617796
31,67,0.116971159
31,68,0.123669198
31,69,0.130730082
31,70,0.138172939
31,71,0.146017917
31,72,0.154286236
31,73,0.163000256
31,74,0.172183532
31,75,0.181860892
31,76,0.192058504
31,77,0.202803957
31,78,0.214126344
31,79,0.226056347
31,80,0.238626337
31,81,0.251870469
31,82,0.265824792
31,83,0.280527364
31,84,0.296018374
31,85,0.312340271
31,86,0.329537907
31,87,0.347658686
31,88,0.366752724
31,89,0.386873022
31,90,0.408075651
31,91,0.430419949
31,92,0.453968738
31,93,0.478788549
31,94,0.504949872
31,95,0.532527419
31,96,0.551492688
32,32,0.014614775
32,33,0.015612948
32,34,0.016670383
32,35,0.017790393
32,36,0.018976464
32,37,0.02023226
32,38,0.021561638
32,39,0.022968654
32,40,0.024457574
32,41,0.026032884
32,42,0.027699304
32,43,0.029461795
32,44,0.031325578
32,45,0.033296139
32,46,0.035379251
32,47,0.037580981
32,48,0.039508636
32,49,0.041942495
32,50,0.044513735
32,51,0.047229704
32,52,0.050098127
32,53,0.053127128
32,54,0.056325253
32,55,0.059701486
32,56,0.063265281
32,57,0.067026575
32,58,0.070995826
32,59,0.07518403
32,60,0.079602759
32,61,0.084264183
32,62,0.089181109
32,63,0.094367013
32,64,0.099836073
32,65,0.105603214
32,66,0.111684141
32,67,0.118095391
32,68,0.124854368
32,69,0.131979402
32,70,0.139489793
32,71,0.147405867
32,72,0.155749036
32,73,0.16454186
32,74,0.173808109
32,75,0.183572833
32,76,0.19386244
32,77,0.20470477
32,78,0.216129183
32,79,0.228166643
32,80,0.240849821
32,81,0.254213188
32,82,0.26829313
32,83,0.283128062
32,84,0.29875855
32,85,0.315227446
32,86,0.332580029
32,87,0.350864156
32,88,0.370130426
32,89,0.390432352
32,90,0.411826553
32,91,0.434372948
32,92,0.458134978
32,93,0.483179837
32,94,0.509578718
32,95,0.537407088
32,96,0.556563167
33,33,0.015790076
33,34,0.016858008
33,35,0.0179891
33,36,0.019186868
33,37,0.02045501
33,38,0.021797415
33,39,0.023218174
33,40,0.024721591
33,41,0.026312191
33,42,0.027994735
33,43,0.029774227
33,44,0.031655933
33,45,0.033645387
33,46,0.035748411
33,47,0.037971126
33,48,0.03991677
33,49,0.042373694
33,50,0.044969234
33,51,0.0477108
33,52,0.050606186
33,53,0.053663585
33,54,0.056891618
33,55,0.060299347
33,56,0.063896307
33,57,0.067692524
33,58,0.071698545
33,59,0.075925463
33,60,0.08038495
33,61,0.085089284
33,62,0.090051384
33,63,0.095284842
33,64,0.100803964
33,65,0.106623804
33,66,0.112760208
33,67,0.119229857
33,68,0.126050313
33,69,0.133240065
33,70,0.140818586
33,71,0.148806387
33,72,0.15722507
33,73,0.166097398
33,74,0.175447356
33,75,0.185300222
33,76,0.195682643
33,77,0.206622715
33,78,0.218150065
33,79,0.230295944
33,80,0.243093324
33,81,0.256576997
33,82,0.270783689
33,83,0.285752174
33,84,0.301523401
33,85,0.318140629
33,86,0.335649567
33,87,0.354098532
33,88,0.373538608
33,89,0.394023829
33,90,0.415611365
33,91,0.438361724
33,92,0.462338973
33,93,0.487610974
33,94,0.514249634
33,95,0.542331182
33,96,0.561679927
34,34,0.017047492
34,35,0.018189769
34,36,0.019399344
34,37,0.020679945
34,38,0.022035497
34,39,0.023470127
34,40,0.024988174
34,41,0.026594205
34,42,0.02829302
34,43,0.030089668
34,44,0.031989459
34,45,0.033997977
34,46,0.036121094
34,47,0.038364983
34,48,0.040328777
34,49,0.042808974
34,50,0.045429031
34,51,0.048196424
34,52,0.051119013
34,53,0.054205064
34,54,0.057463272
34,55,0.060902778
34,56,0.064533199
34,57,0.068364649
34,58,0.072407766
34,59,0.076673741
34,60,0.081174348
34,61,0.085921972
34,62,0.090929645
34,63,0.096211079
34,64,0.101780705
34,65,0.107653712
34,66,0.113846083
34,67,0.120374649
34,68,0.127257126
34,69,0.134512169
34,70,0.142159426
34,71,0.150219589
34,72,0.158714456
34,73,0.167666994
34,74,0.177101405
34,75,0.187043197
34,76,0.197519259
34,77,0.208557944
34,78,0.220189151
34,79,0.23244442
34,80,0.245357026
34,81,0.258962086
34,82,0.273296669
34,83,0.288399912
34,84,0.304313152
34,85,0.321080057
34,86,0.338746772
34,87,0.357362077
34,88,0.37697755
34,89,0.397647749
34,90,0.4194304
34,91,0.442386608
34,92,0.466581073
34,93,0.492082333
34,94,0.518963016
34,95,0.547300121
34,96,0.566843405
35,35,0.018392419
35,36,0.019613909
35,37,0.020907086
35,38,0.022275907
35,39,0.023724534
35,40,0.025257347
35,41,0.026878949
35,42,0.028594184
35,43,0.030408144
35,44,0.032326186
35,45,0.03435394
35,46,0.036497331
35,47,0.038762586
35,48,0.040744691
35,49,0.043248369
35,50,0.045893164
35,51,0.048686615
35,52,0.051636651
35,53,0.054751611
35,54,0.058040262
35,55,0.061511827
35,56,0.065176007
35,57,0.069043003
35,58,0.073123546
35,59,0.077428925
35,60,0.081971016
35,61,0.086762314
35,62,0.091815963
35,63,0.097145798
35,64,0.102766376
35,65,0.108693019
35,66,0.114941853
35,67,0.121529857
35,68,0.128474904
35,69,0.135795817
35,70,0.143512418
35,71,0.151645585
35,72,0.160217312
35,73,0.169250772
35,74,0.178770387
35,75,0.188801896
35,76,0.199372434
35,77,0.210510612
35,78,0.222246604
35,79,0.234612241
35,80,0.247641107
35,81,0.261368646
35,82,0.275832271
35,83,0.291071489
35,84,0.307128027
35,85,0.324045967
35,86,0.341871895
35,87,0.360655058
35,88,0.380447533
35,89,0.401304408
35,90,0.423283974
35,91,0.446447935
35,92,0.470861634
35,93,0.496594289
35,94,0.523719261
35,95,0.552314326
35,96,0.572054043
36,36,0.019830585
36,37,0.021136454
36,38,0.022518666
36,39,0.02398142
36,40,0.025529133
36,41,0.027166449
36,42,0.028898254
36,43,0.030729684
36,44,0.032666141
36,45,0.034713307
36,46,0.036877155
36,47,0.039163968
36,48,0.041164547
36,49,0.043691918
36,50,0.046361672
36,51,0.049181415
36,52,0.052159144
36,53,0.055303269
36,54,0.058622635
36,55,0.062126546
36,56,0.065824784
36,57,0.069727642
36,58,0.073845943
36,59,0.078191076
36,60,0.082775019
36,61,0.087610377
